titl,push,tag,text,date
[問題] 信用卡新手 icash用途,7,,"

工作約半年
想申請第一張 信用卡
目前鎖定 富邦數位生活卡 跟 台新GoGo

其中台新GoGo 還有分 悠遊御璽卡  icash聯名卡
不明白有什麼功能
所以想請教一下

就個人理解

悠遊御璽卡:
單純用來替代悠遊卡 可以自動儲值
Q1.悠遊御璽卡沒其他功能了?

icash聯名卡:
以前沒用過icash 上網查了一下資料 統一集團出的
在統一相關企業 用此卡消費 可以累積點數
Q2.這邊指的消費 是用icash錢包 還是用信用卡?

也可以用來搭捷運.公車 似今年2月才有的功能
不知道我是否還有少說什麼功能

Q3.聯名卡的意思是說 可以當信用卡又可以當icash的錢包嗎?

Q4.想請問各位icash點數都用在哪邊
   個人很少出入便利商店
   icash點數還有什麼特別的用法嗎?

Q5.這樣自己分析下來 似乎icash聯名卡比較多功能
   所以不要選悠遊御璽卡比較好嗎?
   是否哪邊沒考慮到

Q6.現在我在台新有個雲端帳戶了
   辦理GO卡的話 可以算新戶資格 用首刷禮嗎?

--
", 9/06
[問題] 兩張一樣卡號，有效日，後三碼的卡,6,,"

請教一下

信用卡有沒有像金融卡有分序號01 02 03的制度啊

還是會放在其它地方作驗證

小弟因為新卡製卡不良和信用卡業者反應

結果寄來一張一模模一樣樣的新卡(卡號、效期、後三碼)

如果是磁條時代，感覺就能一起併用了

那如果是晶片卡勒

這兩張倒底能不能併用

還是只要新的用過了，系統就會鎖住先前的

再麻煩大家解惑一下

--
你說你想要找個寬厚的肩膀　問自己帶你到甚麼地方

            我說我想要找個避風的港灣　謝謝你　陪我到任何地方

                                    你的寬容　還有我溫柔的包容　


--
", 7/29
[心得] 台新@GOGO悠遊御璽卡 核卡,3,,"

[申請卡別]：台新@gogo悠遊御璽卡

[職業類別]：工程師

[年齡]：30

[工作年資]：3年

[年收入]：填寫 40萬

[提供之財力證明]：去年扣繳憑証

[有無貸款]：無

[已持有信用卡額度]：華南 2萬8 額度(以前剛出社會時辦薪轉拿到的卡)

[近三個月申請]：無

[核卡額度]：10萬

[核卡過程]：

9/26 使用 richart 申請辦卡

9/27 傳簡訊說申請通過，等卡片寄來



唔，想說原本手上第一張信用卡很廢，
且額度又只是搞笑用而已，就幾乎沒在用
看版上很多人都申請gogo卡，就辦來試試

沒想到連通電話都沒打過，也沒有發信說什麼資料需補繳
就莫名過了

看來是很缺業績?!

這算是正常的嗎?
還是因為公司是上市上櫃的關係??

嘛，不過台新gogo卡真的挺好過的

--


怎說? 還以為會被刁難還是有的沒的
且也沒有什麼電話打來照會@@
所以見到核卡過的簡訊就有點好奇



唔，其實我也不知要打什麼心得
只是很好奇為何就這樣過了@@
", 9/26
[情報] 華南 Hello Kitty 收到卡了,46,,"

9/12 才接到照會的電話, 今天就收到卡片了



沒想到能搶到首發 XD

--
", 9/14
Re: [情報] 全家刷國泰兩筆送10元,17,,"

今天去全家在櫃檯有看到廣告單





台新有加碼活動

然後玉山也要開放了！
-----
Sent from JPTT on my iPhone

--
",11月6日
Re: [情報] 分眾 樂天JCB限定滿額享日本5天免費Wifi,14,,"

        上次去日本拿辦卡送的H牌，結果竟然充電充不進，去5天，第一天把原本60幾%
用完，晚上只充了10幾%,第二天用到沒電完全充不進，只得自己買sim卡，整個心情都壞
了，回來反應後，只願賠償我“下次去日本，4天免費”，最好下次我還用你家的啦！懶
得跟它吵了…




--
", 8/02
Re: [情報] 大眾銀行舊戶加辦指定卡別享首刷300回饋,3,,"

到官網看注意事項
沒特別排除自動加值
因此打了兩次客服確認
卻得到兩種答案

請教有辦卡參與此活動板友們
自動加值是否有列入一般消費
可算在滿6000元的範圍內呢




--
",10月24日
[問題] 這是詐騙電話的一種嗎?!,5,,"


第一次在creditcard版上發文，因為昨天接到了一通電話，我越想越覺得很奇妙，
所以打算把這分享給版友們，看看有沒有人跟我一樣接到類似的電話。
發生在昨晚9點多時，家裡電話突然想起，於是我接起後，發現對方是男性，
講話有點台灣狗語，有點兇，開始有了下列對話：



我：嗨～你好！請問找誰？
男性：妳中國信託嗎？
我：蛤？
男性：妳中國信託嗎?
我：蛤？？？？ (心裡黑人問號)

(過了大概三秒都沒有人講話)

男性：妳那邊到底是不是中國信託？(開始大聲)
我：不是欸，我們是住宅，請問你找誰？你貴姓？
男性：我的中國信託沒繳費，但資料填的是這電話。

我：喔，所以呢？那請問你貴姓？
男性：不是啊！！！我中國信託沒繳費，資料填的是這電話。現在該怎麼辦？
(這男性重複“那你說，現在到底該怎麼辦？”有三次以上，一直不停地重複這句話)

我：我不知道該怎麼辦欸，那你去找警察唄。
男性：好好好，算了算了，沒事沒事。
(我就掛掉電話了)


以上就是昨晚電話的內容，我越想越覺得奇怪，來電顯示是手機號碼，
有版上的朋友也遇過這樣的電話內容嗎？這是詐騙的方法，還是真的資料填錯了~""""~





--
",10月20日
[問題] 富邦數位卡繳中華電信問題?,11,,"


想請問一下知道富邦數位2%現金回饋規則的板友:


1.""五大電信手機資費自動扣繳(台灣大哥大、中華電信、遠傳、台灣之星、亞太)""

(A)中華電信費用只限定於繳""手機""費用嗎

   還是也能夠繳一般 ""市話+上網費用""的部分呢?


(B)可以繳多個中華電信手機費 & 市話上網費嗎?





2.除了上述中華電信費用外,可以再繳例如: 亞太手機費,第四台費用.....嗎?


我是想申請信用卡的新手@@


先感謝有回覆的熱心板友了~!! ^ ^


--
", 9/07
[問題] MOMO購物7月刷花旗回饋的紅利金下來了嗎?,1,,"

MOMO購物在7月刷花旗信用卡有活動是

滿15000送1200紅利金

請問是否有版友收到1200元紅利金了?

之前5月的紅利金是7月1日就收到

6月的紅利金是到8月10號才收到

想說9月是不是會更晚才會發放?

還是因為我不符合資格所以沒收到??

因7月好像有特別規定要刷3C家電@@




--

之前問過,但MOMO客服說他不清楚叫我去問花旗
不過今天已經看到1200紅利金下來了,謝謝
", 9/19
[閒聊] 中信ANA晶緻停卡?,2,,"

各位大大好

小弟有張中信ANA晶緻卡

快產生年費快到期了

想說打語音進去停用

結果還是被轉去專人那......

我名下還有中信其他卡沒打算停用

先前中信都是最後一張才會轉去專員那處理

其他的語音可處理

請問是現在改了嗎??

還是年費卡的關係??

謝謝

--
", 9/12
Re: [徵人] 集結易飛網受害者做集體訴訟！！！,4,,"

我有張玉山信用卡平常都沒刷

年中時曾在易飛網刷了旅遊

9月10日收到玉山客服通知我在apple網路商店刷2990元，他那邊辨識為異常交易，銀行已先預防性拒絕交易，故詢問我是否為我本人所刷。

我回答不是我刷的，

客服最後主動立即協助我停換卡。

有曾在易飛網刷卡的各位，記得要留意之後的刷卡明細。


-----
Sent from JPTT on my HTC_D10i.

--
", 9/11
[心得] 玉山世界卡 光速一天核卡,8,,"

[職業類別]：半導體工程師

[工作年資]：4年

[年收入]：填2M

[申請卡別]：玉山世界卡 



[核卡額度]：未知，但有勾選調額。

[提供之財力證明]：去年扣繳憑單

[是否有貸款]：無

[已持有卡片與額度]：

中信學學、賴鼎極卡    :1.5M
台新昇恆昌無限卡      :0.6M
聯邦法拉利、聯邦無限卡:0.6M
國泰世華長榮極致無限卡:0.4M
富邦數位生活卡        :0.4M
玉山麗寶聯名悠遊卡    :0.4M
永豐世界卡            :0.3M

[心得感想]：

最近看到版上常常出現這張卡，
剛好近期去玉山開了台幣與外幣帳戶，
想說既然買賣一筆外幣就可以免年費這麼好養也來衝一下。

Google ""玉山世界卡申請書""
第一個連結下載然後直接郵寄過去，
昨天收到email通知已收到申請書，
今天早上收到簡訊通知已收到申請書，
晚上下班回家手機察看進度發現
。
一天無照會核卡，感覺舒服。

是說看了玉山官網介紹，


忘記當初開戶有沒有勾選，
請問可以打電話直接變更嗎？還是依定要再跑一趟分行....QQ

--
", 8/31
[問題] 樂天JCB卡　海外刷退手續費,8,,"


想請問版上的朋友，
用樂天JCB卡進行海外交易（非日本），
如果刷退的話，會收取手續費嗎？
原先刷卡的那筆手續費，會退還嗎？

我在樂天網頁找半天，沒有這類的訊息。
GOOGLE了一下，也很少有樂天這方面的資訊，
所以想請問有沒有人知道。



--


再請問一個白痴問題，
像元大、匯豐這些銀行信用卡都有回饋制度，
如果海外刷退的話，那還會把回饋金收回去嗎？

", 9/12
[問題] 全家的信用卡讀卡機是不是感應特別慢,15,,"

平常去全家, OK, 全聯, 家樂福消費通常會刷卡
四個之中就全家的感應速度最慢
而且是比起其他家慢很多
有時候還感應不到要請店員用插卡的方式讀取
然後家樂福讀取的速度最快
卡才剛放上讀卡機就馬上顯示Thank you, 就可以拿起來了

感覺全家好像不太歡迎消費者使用信用卡結帳
讀卡機慢又不換, 又只限制台新的才能刷

--
", 9/17
[問題] 台新紫卡卡號磨損,10,,"

各位版大好
小弟平常習慣出門時將卡片
直接與其他卡放在口袋帶出門
好輕鬆好方便啊(就懶得帶皮包而已
但就在今早，也就是剛剛
我發現我紫卡的卡號有一行突然消失了!!
原本就已經有點浮水印的感覺
現在根本變透明度開最大啊!!!!!!!
深怕之後老人癡呆忘記卡號怎麼辦…
想問大家也都有遇過這樣情形嗎

--
", 8/11
Re: [問題] amazon.jp 消費問題,5,,"

你好

在下用VISA 金融卡在Amazon.美國消費，也遇到同樣的問題。
我已經傳真給他們N次了 能想到的方法都試了
他們只回說傳真不合格。也沒解釋什麼原因QQ 無言
找線上客服，都說會有專員跟我聯絡，然後就沒下文了
真的心恢想放棄了~~

請問大大最後有解決問題嗎？傳真什麼資料？ 謝謝~





--

/ Amazon ??
爬文才找到這篇的~~

我修掉誰推文了? 


Please send the information below to our secure fax line:

-- A copy of your statement for the payment card that you used, including the billing address.
-- The last two digits of the payment card.
-- Your name, phone number, and email address.

原原po已經回信了

他是傳真 VISA金融卡影本+對帳單 給amazon.jp就過了

我傳的也差不多一樣， 只是無效QQ
美國比較機車吧~?




我是掃描紙本對帳單
但地址是中文 米國人看得懂 (問號)

刷itunes 刷其他美國網站都可以耶~

中信
", 9/22
[問題] line play 學費？,9,,"


不好意思，另開一篇文！

由於刷學費可回饋的卡越來越少，只要手機綁定line play (例：台新gogo卡)

即享有1%現金回饋嗎？


我爬了文，但我不清楚line play 的1%是指現金回饋還是....

上官網看，台新卡不是太大額到10萬以內的都只有分期3或4期零利率、手續費！

如果綁定gogo卡確定可以拿1%現金回饋，那我就不分期了！


以上理解不知有誤否！

再麻煩各位達人解答，是否還有更優的方式！

前提，我沒有中信line play卡.

--
", 9/05
Re: [問題] 花旗電銷真的有夠白目,5,,"

就在剛才見証到了花旗的電銷功力，家父沒有在用信用卡，所以更不用說有花旗卡了。
但竟然打電話給家父電銷，當下傻眼，有想要致電給金管會(是這單位嗎？)投訴花旗不當
得到個資，電銷持卡人就算了，竟然連不是持卡人也都有辦法電銷！




--

流水號，也能夠連名子都說的正確就厲害了。

家父只跟農、漁會往來的^_^

者招好像不錯，但會不會說台灣是獨立的子公司，所以…
",10月6日
[問題] gogo回饋刷退,1,,"



各位好
之前因為用gogo刷保費三萬多
當期回饋發現六百多
想說應該是有把保費算進去 1.5%
在回饋進帳戶後
因為有些事情
所以請客服幫我把這筆分期
等於刷退以後 又刷三千多
最近這幾天一直再等說不知道會不會把回饋扣掉
但是等到都自動扣繳了還是沒有扣回饋@@？
請問一下是
1)再過幾天他就會扣款了
2)多給的 之後保費扣款還會再有回饋
3)先給的 之後保費扣款不會有回饋

已有搜尋
但好像沒有相關問題
謝謝大家

--
",10月27日
[閒聊] 樂天 分眾 wifi機,6,,"


剛剛收到簡訊

【樂天JCB獨享 Wifi加碼送】卡友熱烈支持！10月國內實體消費累計滿8千元，登錄活動
享日本5天免費WiFi序號，限量1050組，序號依登錄次序及入帳日寄出，轉發無效。詳情
 
 謹慎理財信用無價循環信用年利率6.75~15%

....我已經第二次收到了

但是今年沒有打算再去日本啊QQ

為什麼要逼我


--
",10月5日
