,Unnamed: 0,Unnamed: 0.1,titl,link,push,auth,date,text,reply,date_new,predict_tag,final_push
1674,1674,10336,[情報] 106年07月信用卡發卡量與簽帳金額,/bbs/creditcard/M.1503030397.A.09A.html,29,FWade, 8/18,"

106年07月信用卡發卡量與簽帳金額

有效卡數最高為國泰，有效卡率最高為花旗，
簽帳金額最高為國泰，平均簽帳金額最高為高雄。





機構  流通卡數   有效卡數  有效卡率 發卡數  停卡數  淨發卡數 簽帳額(M) 平均
國泰  6,058,456  4,263,507  70.37%  54,231  35,725   18,506   30,925   7,253
中信  6,191,236  3,975,964  64.22%  70,627  41,575   29,052   28,607   7,195
玉山  4,483,142  3,124,672  69.70%  46,871  23,402   23,469   25,741   8,238
台新  4,033,292  2,822,709  69.99%  46,137  33,455   12,682   19,133   6,778
花旗  2,892,195  2,462,655  85.15%  21,035  34,195  -13,160   19,510   7,922
富邦  2,344,653  1,740,762  74.24%  26,032  19,687    6,345   16,865   9,688
聯邦  2,008,947  1,131,467  56.32%  22,223  24,602   -2,379    7,088   6,264
永豐  1,830,759  1,039,465  56.78%  13,334  18,917   -5,583    6,402   6,159
遠東  1,441,945    961,262  66.66%  13,508   6,917    6,591    8,363   8,700
華南    990,044    738,374  74.58%  22,740   9,832   12,908    3,801   5,148
一銀    975,933    639,996  65.58%  10,800   8,845    1,955    3,924   6,131
新光    919,530    490,549  53.35%   7,062  10,641   -3,579    3,737   7,618
元大    614,286    433,840  70.63%  11,401   4,186    7,215    4,463  10,287
兆豐    614,896    401,444  65.29%  11,814   4,003    7,811    2,467   6,145
匯豐    584,305    400,520  68.55%   7,579   7,082      497    4,389  10,958
澳盛    541,612    323,880  59.80%   5,207   4,453      754    2,766   8,540
大眾    566,498    322,707  56.97%   6,662  18,205  -11,543    1,799   5,575
合庫    467,268    285,610  61.12%   6,046   4,558    1,488    2,639   9,240
樂天    313,263    220,039  70.24%  13,383     630   12,753    1,085   4,931
彰銀    425,612    202,799  47.65%   2,983   2,725      258    1,238   6,105
渣打    327,916    200,320  61.09%   2,277   3,996   -1,719    1,179   5,886
凱基    455,603    192,472  42.25%   5,696  10,772   -5,076      939   4,879
上海    361,786    185,736  51.34%   1,499   1,981     -482    1,051   5,659
土銀    255,117    134,157  52.59%   5,377   1,229    4,148      807   6,015
台銀    252,292    133,053  52.74%   1,043   1,110      -67      614   4,615
台企    326,209    125,126  38.36%   1,956   2,354     -398      870   6,953
美運    170,825    111,931  65.52%   3,198   3,106       92    3,684  32,913
日盛    172,279    101,110  58.69%     450     601     -151      370   3,659
台中    207,564     79,921  38.50%   1,711   1,036      675      492   6,156
安泰    165,534     67,231  40.61%     750     477      273      415   6,173
陽信     93,556     50,745  54.24%   1,188     838      350      269   5,301
永旺     74,168     32,791  44.21%      72     737     -665      131   3,995
三信     16,420     11,042  67.25%     130      67       63      111  10,053
華泰     10,431      6,073  58.22%      60      23       37       51   8,398
星展     12,330      5,380  43.63%      34      74      -40       51   9,480
高雄     10,413      4,308  41.37%     121      46       75      171  39,694

一、資料來源：各金融機構自行申報

二、揭露項目及認定標準：
      1. 流通卡數：發卡總數減停卡總數，且卡片狀況為正常者
      2. 有效卡數：最近六個月有消費紀錄之卡，不含Debit卡，只有郵購分期交易亦算
有
      3. 有效卡率：有效卡數 / 流通卡數
      4. 當月發卡數：不含補發卡、續卡。
      5. 當月停卡數：指新增停卡部分。
      6. 當月淨發卡數：當月發卡數 - 當月停卡數
      7. 簽帳金額：持卡人當月刷卡消費金額，如屬分期消費帳款應於消費當月全數申
報本欄
      8. 平均：簽帳金額 / 有效卡數

--
",31,2017-08-18,0.2696783492730993,29
1680,1680,10342,[情報] 台新悠遊GOGO新卡面,/bbs/creditcard/M.1503059616.A.125.html,45,carol52604, 8/18,"

剛剛拿到黑狗卡~點進去台新網頁看到它,第一眼愣住XDD





仔細一看才發現是原本的悠遊紫狗新卡面~~

這感覺跟黑狗狗的差別是透明了一點跟狗狗的邊線(?)

有點可愛XDD

不知道大家對於新紫狗卡跟icash黑狗的喜愛度相比如何哈哈

--
",50,2017-08-18,0.4218842285618584,45
1686,1686,10348,[問題] @gogo+richart letspay,/bbs/creditcard/M.1503071516.A.0BF.html,2,tttwu, 8/18,"




        上個月解 richart 任務，第一次使用 letspay

        記得當時在全家刷了杜老爺買二送二 40 元

        這期帳單來了@@ 發現這40元有被算入網購加碼2% 令人大吃一驚@@


        爬了一下文，版上 letspay 的使用討論好像有點少@@

        想請問一下如果可以 letspay 3.5%，

        那之前原本有文章討論星期六刷全家解任務 or 上支付平台的 666 門檻

        不就應該改成 星期六刷全家解任務 or letspay 支付 285 門檻比較划算?


        因為第一次使用 letspay ，不知道有沒有誤解什麼，還請各位版友指教 @@


--
",6,2017-08-18,0.3231353076080155,2
1691,1691,10353,Re: [徵人] 集結易飛網受害者做集體訴訟！！！,/bbs/creditcard/M.1503083842.A.D44.html,28,geminipei, 8/19,"

謝謝S930大幫我做的補充，

或許大家覺得金錢上銀行會去吸收，這樣就沒有所謂""實質""的損失，
但個資被竊取外洩是事實，而易飛網他們的資安真的說沒問題就沒有嗎?
如果真如他們官方所言都合乎規定，那為何受害者如此之多，
我知道做這件事情吃力不討好，但在國外集體訴訟是非常盛行的，
除了可用公權力介入防止不肖商人繼續做大，
也捍衛了民眾的基本權益!

我很愛旅行，一年固定最少1-2次以上，第一次在易飛網刷卡就發生這樣的事..
我站出來是希望日後能杜絕這樣的事情發生..
還有很多民眾不知道有這個新聞，
我也是詢問律師過後，雙方都認為有可行性才會上來發文，
所以看到底下的一些留言其實有點難過QQ

謝謝支持的各位，我也會持續募集，感謝指教~




--
",27,2017-08-19,0.2651975482216853,28
1698,1698,10360,[問題] 花旗 smart 帳戶連結信用卡,/bbs/creditcard/M.1503128821.A.498.html,6,ynitsedtom, 8/19,"

大家好，因為目前手上有好幾張花旗的信用卡，一張卡就有一個網銀實在是煩不勝煩，最近看到網路上有在推線上申請花旗 smart 帳戶，想請問這個帳戶可以直接綁信用卡嗎？我知道一般帳戶會整合手上所有的信用卡，但不知道這個 smart帳戶會不會。如果不會就真的要跑一趟分行辦帳戶了....

--


聽說花旗開戶不容易？請問結清是什麼意思？
",10,2017-08-19,0.4926887404549509,6
1712,1712,10374,[問題] 郵局VISA卡PayPal ,/bbs/creditcard/M.1503230123.A.819.html,7,uuuu120, 8/20,"

大家好

小弟之前辦了一張郵局的visa卡
最近因為想跟國外的賣家交易
所以就想到這張卡能不能用PayPal
(因為西聯匯款手續費實在太貴啦)
想請問有人成功使用過嗎？

謝謝大家！

--
",11,2017-08-20,0.4587186059205194,7
1713,1713,10375,Re: [問題] 花旗推薦好友800,/bbs/creditcard/M.1503231631.A.129.html,3,letitgo02, 8/20,"

借標題請教一下，
請問如果是 推薦人入帳之後，
是當期折抵，還是可以慢慢用完
規則寫一大串，但是看了有點眼花
應該是沒註明
謝謝

-----
Sent from JPTT on my Asus ASUS_T00J.

--
",6,2017-08-20,0.12991391239259292,3
1721,1721,10383,[心得] 富邦數位生活卡刷機票之旅遊不便險,/bbs/creditcard/M.1503305513.A.E4E.html,9,BME, 8/21,"

有使用富邦數位生活卡的卡友們
以下是我親身經歷，提醒各位也提醒我自己

使用這張卡刷了2張飛往歐洲的機票
運氣非常的不好，遇到了引擎故障，所以班機delay了20小時才飛
當下在得知班機不飛的時候
有詢問信用卡公司，刷這張是否有保障旅遊不便險
當時得到的回覆是""有的""
在我回國之後開始整理資料並提出申請
最後得到的結果是沒理賠到任何一毛錢
因為刷富邦數位生活卡的旅遊不便險只保障""實支實付""
並沒有保障定額給付....
而當時的住宿、交通和吃飯，航空公司都安排好了
所以我並沒有發票單據，所以實支實付就不會用到
現在我只能默默認了這個事實
只怪自己沒詳細確認好內容

富邦數位生活卡所包含的旅遊不便險只有""實支實付""
並非可自由選擇定額給付5,000元(免收據)或是實支實付25,000元
(需檢附餐食費用、交通費用及住宿費用之收據)，
理賠發生時理賠人員將會判定哪個比較有利，以保障客戶的權益。

--
",14,2017-08-21,0.28558139748296674,9
1722,1722,10384,[問題] 日帳app store 第一銀行JCB,/bbs/creditcard/M.1503305954.A.464.html,0,mizubishi, 8/21,"

我主要辦JCB信用卡的目的
就是可以在日本的app store可以刷得過
已經爬過有幾間可以過
但是現階段可以辦得過的信用卡有第一銀行
看到要刷日帳最少也要用JCB的卡才比較容易過

我想請問版上是否有人用第一銀行的JCB卡刷過
或
成功綁定日本的app sotre

--
",1,2017-08-21,0.6035095672926579,0
1726,1726,10388,[問題] 昇恆昌的尊榮禮遇,/bbs/creditcard/M.1503311561.A.802.html,39,camelot1123, 8/21,"

幾個月前限額鬧得沸沸揚揚

現在官網已做出名額查詢,但也僅限於有或無名額

查了幾天都無名額??

 大家最近還有遇到無法預約的狀況嗎?

--
",36,2017-08-21,0.3980255248401536,39
1740,1740,10402,[新聞] 玉山Wallet綁定信用卡 9月底前進4大超商,/bbs/creditcard/M.1503389390.A.748.html,12,charles0939, 8/22,"

玉山Wallet綁定信用卡 9月底前進4大超商


2017-08-22 15:10聯合報 記者孫中英╱即時報導

玉山Wallet攻進四大超商，目前玉山Wallet限定只能綁玉山信用卡(未來可開放綁定帳戶)
，代表玉山銀行信用卡率先搶進四大超商。玉山金控總經理黃男州今天（22日）說，今年
9月底前，玉山Wallet的「掃碼付」功能，將在統一、全家等4大超商上線，可使用商店家
數高達2萬多家。

玉山金控今天舉行2017年第2季法說會，黃男州在會中說，玉山全力發展行動支付及數位
金融市場，希望提升台灣整體支付便利性，他說，9月底前，玉山除提供卡友可透過玉山W
allet，直接在4大超商「掃碼支付」之外，還跟許多專營電子支付的第三方支付業者合作
，幫忙整合各式行動支付錢包。

黃男州說，行動支付發展，第三方業者發展了許多行動錢包，這些錢包可透過玉山當做平
台，玉山簽下的店家「這些錢包就全部都進去了」，這也是比較節省資源的方式。

玉山銀行Wallet有「掃碼付」功能，民眾下載錢包後，在使用時，點選掃碼付功能，手機
會產生一組付款條碼，給店家掃描後即可結帳，店家一掃就完成付款。

玉山金控今天在法說會中公布今、2017年上半年的經營概況，玉山金累計稅後獲利75.2億
元、每股稅後盈餘 (EPS) 0.84元、股東權益報酬率 (ROE) 10.91％、資產報酬率 (ROA)
0.77%。黃男州說，玉山金5月完成現金增資及8月除權後，玉山金控實收資本額已突破1千
億元來到1,018. 55億元。在收益方面，玉山金控整體淨收益較去年同期成長13.1%，其中
淨利息收入及淨手續費收入分別成長11.5%及4.4%，玉山銀行的手續費收入淨增量為全國
銀行第2名，總手續費收入排名第3。在存款方面，上半年總存款餘額成長率5.9%，其中外
匯存款餘額增量為全國銀行第1名。



  玉山金控總經理黃男州說，玉山Wallet掃碼支付功能，9月底前在四大超商都能使用。
記者孫中英／攝影。




--
",16,2017-08-22,0.7600730101420122,12
